id	date	tags	likes	dislikes	count_comments	count_views	duration	sec_duration
CGj4xCVxaOU	2015-12-30T19:29:56.000Z	['тест', 'обзор', 'майкрософт', 'микрософт', 'мелкомягкие', 'исповедь сектанта', 'continuum', 'континуум', 'lumia', 'люмия', 'microsoft', '950', '950XL', 'test', 'review', 'meinung', 'ms', 'windows mobile 10', 'winmobile', 'winmo10', 'winmobile10', 'windows mobile']	2386	139	426	252017	PT22M58S	1378
jj-9U3ajkU8	2015-12-29T21:01:55.000Z	['zte', 'axon', 'mini', 'android', 'смартфон', 'флагман', 'андроид', 'аксон', 'эксон', 'мини', 'зте', 'зти', 'тест', 'обзор', 'mobile review', 'мнение', '4pda', 'айфон', 'iphone', 'google', 'samsung', 'galaxy', 's6', 'lumia 950xl']	527	32	88	58869	PT8M14S	494
AtwrCa8zQjQ	2015-12-27T21:01:19.000Z	['OnyxBook', 'OnyxBoox', 'Onyx', 'Boox', 'Book', 'eBook', 'iBook', 'электронная книга', 'читалка', 'ридер', 'оникс', 'бук', 'букс', 'onix', 'тест', 'обзор', 'сравнение', 'дарвин', 'клеопатра', 'моби дик', 'зевс', 'дарвин2', 'клеопатра2', 'darwin', 'darwin 2', 'zeus', 'cleopatra 2', 'mody dick', 'c76ML']	318	17	62	32467	PT10M1S	601
BoH2a1yrdLg	2015-12-23T21:18:50.000Z	['MIO', 'MiVue', '658', '668', '688', '698', 'MIOMiVue', 'авторегистраторы', 'регистраторы', 'видеорегистраторы', 'тест', 'обзор', 'авто', 'гаджеты', 'для', 'машины', 'автомобиля', 'средство', 'девайс', 'камера', 'полицейский', 'радардедектор', 'GPS', 'дпс', 'радар', 'детектор', 'антирадар']	875	54	93	182486	PT8M42S	522
ERZvF_Zejj8	2015-12-20T21:08:01.000Z	['экспресс', 'тест', 'обзор', 'роутер', 'wifi', 'wi-fi', 'Tp-Link', 'TpLink', 'читалка', 'ридер', 'электронная книга', 'ebook', 'e-ink', 'Book 1', 'Book 2', 'робот-пылесос', 'iClebo', 'iCleboPOP', 'POP', 'robot', 'vacuum', 'cleaner', 'test', 'review', 'meinung', 'pro hi-tech', 'про хайтек']	289	12	10	9778	PT8M	480
QvB_0EEw1kU	2015-12-14T16:26:54.000Z	['W2000', 'W1000', 'BENQ', 'DLP', 'LCD', 'projector', 'проектор', 'тест', 'обзор', 'экран', 'отзывы', 'кинотеатральный']	414	17	70	38005	PT6M26S	386
Uwqf06J6Fmg	2015-12-07T15:13:23.000Z	['тест', 'обзор', 'игровая', 'механическая', 'клавиатура', 'Logitech', 'G910', 'Orion', 'Spark', 'переключатели', 'свичи', 'чем отличаются', 'разница', 'как выбрать', 'какую взять', 'mechanical', 'keyboard', 'Cherry MX', 'Black', 'Red', 'Brown', 'Clear', 'Green', 'Topre', 'Alps', 'White', 'Romer-G', 'купить клавиатуру', 'купить механическую клавиатуру', 'механики', 'клавиатура razer', 'клавиатура logitech', 'клавиатура компьютера', 'русская клавиатура', 'раскладка клавиатуры', 'клавиатура windows']	889	50	68	38867	PT7M39S	459
417TeRI_fQo	2015-11-29T23:11:17.000Z	['игровой', 'компьютер', 'пк', 'gaming', 'pc', 'desktop', 'handmade', 'DIY', 'do it yourself', 'msi', '4g', 'g4', 'gtx 970', 'gtx970', 'geforce', 'nvidia', 'radeon', 'amd', 'ati', 'intel', 'Corei7', 'Core', 'i7', 'i7-6700K', 'i7-6770K', 'i76700K', 'i5-6600K', '1150', 'LGA1150', 'тест', 'обзор', 'Kingston', 'HyperX', 'Savage', 'Predator', 'DDR4', 'Aerocool', 'Strike-X Air', 'Deepcool', 'Assassin', '3dmark', 'battlefield', 'ведьмак 3', 'project', 'card', 'моддинг', 'modding', 'Z170A', 'Gaming M7', 'Skylake', 'KCAS']	4486	198	330	153689	PT16M49S	1009
zHxQfb2XasI	2015-11-24T23:16:28.000Z	['Microsoft Lumia 950', 'Lumia 950 XL', 'Continuum', 'Microsoft', 'Майкрософт', 'Микрософт', 'Мелкомягкие', 'МС', 'MS', 'Лумиа', 'Люмия', 'Люмиа', 'Смартфоны', 'Windows Mobile', 'Windows Phone', 'Microsoft Corporation (Venture Funded Company)', 'Smartphone (Video Game Platform)', 'Lumia Series (Computer)']	635	26	87	17475	PT12M42S	762
FaPkKHOVhtQ	2015-11-25T23:26:38.000Z	['Logitech', 'MX Master', 'MXMaster', 'G502', 'Orion Core', 'Proteus Core', 'Orion Spark', 'LogitechMXMaster', 'LogitechG502', 'логитек', 'мастер', 'лоджитек', 'мышь', 'офисная', 'или', 'игровая', 'mouse', 'mice', 'Mouse (Computer Peripheral Class)']	1523	213	155	76938	PT6M12S	372
Znvs1hfDNRI	2015-11-22T21:00:00.000Z		1049	57	111	44306	PT7M57S	477
x-rCBWPkZ7g	2015-11-18T21:02:34.000Z	['электронные чернила', 'eink', 'e-ink', 'pearl', 'pearlhd', 'carta', 'читалка', 'ридер', 'электронная книга', 'выбираем лучшую', 'Bookeen Cybook Ocean', 'Kobo Glo HD', 'Amazon Kindle Paperwhite 2015', 'Amazon Kindle Voyage', 'Digma S676', 'ONYX Boox Darwin', 'Pocketbook 626+', '626 Plus', 'PB', '650', 'Limited Edition', '650LE']	3037	135	410	236522	PT15M44S	944
fhUJLf0KSJ0	2015-11-12T21:00:01.000Z	['Fallout 4', 'StarCraft II: Legacy of the Void', 'Divinity Original Sin: Enhanced Edition', 'Witcher III: Hearts of Stone', 'Ведьмак 3: Каменные сердца', 'обзор игр', 'игры', 'лучшие игры', 'обзор', 'games', 'review', 'pc', 'ps4', 'xbox one', 'PlayStation 4 (Video Game Platform)', 'Xbox One (Video Game Platform)', 'Fallout (Video Game Series)', 'Video Game (Industry)', 'Fallou4']	294	17	35	9192	PT5M33S	333
2gZIkNW28ZA	2015-11-12T09:46:48.000Z	['разрешение 4K', 'ultrahd', 'fullhd', 'монитор', 'дисплей', 'телевизор', 'ViewSonic', 'VP2780', 'VP2780-4K', 'VP27804K', 'в чем смысл', 'кому нужен', 'что дает', 'какие преимущества', 'тест', 'обзор', 'игровой', 'ips', 'UHD', 'Ultra Hight Definition', 'вьюсоник']	884	93	99	34004	PT6M4S	364
Shal7U3VklY	2015-11-09T13:16:55.000Z	['Sony Xperia Z5', 'Sony Xperia Z5 Compact', 'Might and Glory', 'Kingdom War', 'Z3', 'Z1 Compact', 'Z3 Compact', 'M5', 'Sony Xperia', 'Exmor', 'Android', '5.1.1 Lolipop', '6.0 Marshmallow', 'ExmorRS', 'RS', 'e5823', 'Z5 Premium', 'Тест', 'обзор', 'сравнение', 'Смартфон']	1638	163	162	265711	PT9M	540
oJxXmZh-bFM	2015-11-16T09:06:00.000Z	['archos 50 diamond', 'archos', 'android', 'смартфон', 'обзор', 'тест', 'сравнение', 'архос', 'diamond', 'lolipop', 'android 5.0', 'купить', 'цена', 'cesium', 'xenon', 'helium', 'copper', 'titanium', 'neon', 'gamepad', 'cobalt', 'archos50', '50diamond', 'archos50diamond']	448	36	41	22706	PT7M42S	462
JIwOq731_pg	2015-11-04T21:51:43.000Z	['DJI', 'PhantomIII', 'Phantom3', 'Phantom', 'III', 'Фантом 3', 'GPToys', 'H2O', 'Aviax', 'drone', 'беспилотник', 'дрон', 'коптер', 'мультикоптер', 'квадрокоптер', 'дешевый', 'китайский', 'лучший', 'gopro', 'Unmanned Aerial Vehicle (Aircraft Type)']	447	35	38	16620	PT5M44S	344
53gCM6C3E2E	2015-11-06T13:34:14.000Z	['зверье', 'филатов', 'pro hi-tech', 'arstayl', 'арстайл', 'прохайтек', '3bepbe', 'конкурс', 'итоги']	185	67	135	4861	PT2M22S	142
q4ZBvEDSvoQ	2015-11-01T21:10:19.000Z	['обзор', 'игр', 'топ', 'лучших', 'ps4', 'playstation 4', 'PC', 'ПК', 'комп', 'Xbox One', 'Ведьмак 3', 'Witcher 3', 'Wiedzmin 3', 'Mortal Kombat X', 'GTA V', 'GTA 5', 'Dark Souls 2', 'Dark Souls 3', 'Scholar of the First Sin', 'Batman: Arkham Knight', 'Fifa 16', 'Рыцарь Аркхэма', 'Фифа 16', 'UNCHARTED', 'The Nathan Drake Collection', 'Uncharted™: Натан Дрейк. Kоллекция', 'Until Dawn', 'Дожить до рассвета']	353	36	30	15218	PT13M57S	837
q2hNVvYaGHA	2015-10-29T21:00:44.000Z	['замена', 'разбитого', 'экрана', 'дисплея', 'lumia 1520', 'lumia', 'nokia', 'microsoft', 'windows mobile', 'windows phone', 'windows 10', 'screen replacement', 'repair', 'починка', 'Smartphone (Video Game Platform)', 'Lumia Series (Computer)', 'Nokia Lumia 1520']	749	61	46	84609	PT4M18S	258
d4SGTft70k4	2015-10-25T21:06:50.000Z	['Механическая клавиатура', 'гаджеты из китая', 'посылка из китая', 'Beelink i68', 'UC - 40', 'Mazer', 'E-BLUE', 'K727', 'gearbest', 'распаковка', 'тест', 'обзор', 'китайское', 'девайсы', 'посылка', 'android', 'приставка', 'проектора', 'projector', 'keyboard', 'mechanical keys']	607	42	53	25946	PT6M18S	378
RgPyciUGzBY	2015-10-15T08:54:21.000Z	['авторегистратор', 'видоерегистратор', 'регистратор', 'видео с регистраторов', 'видео', 'файлы', 'тест', 'обзор', 'DOD LS 460W', 'автоден', 'Neoline Wide S47', 'MIO MiVue 688', 'NEOLINE X-COP 9500', 'ORDRO Q505W', 'Ritmix AVR-777', 'PARKCITY DVR HD 750', 'Playme Back', 'Prestige 700', 'prestigio', 'ritmix', 'ordro', 'playme', 'neoline', 'mio', 'mivue', 'x-cop', 'dod']	2228	204	184	508748	PT17M34S	1054
PN_zLHtngfY	2015-10-08T10:03:40.000Z	['игромир', 'игромир15', 'игромир2015', 'игромир 2015', 'девушки', 'косплей', 'cosplay', 'kospley', 'косплеерши', 'красивые', 'girls', 'beatiful', 'most', 'igromir', 'igromir2015', 'телки', 'красотки', 'comiccon', 'comic con', 'comic-con', 'comiccom']	402	17	14	14765	PT9M27S	567
0xk2Z7RPqmk	2015-10-06T07:23:34.000Z	['алекс', 'экслер', 'alex', 'exler', 'IFA2015', 'итоги', 'любимые', 'гаджеты', 'блогер', 'писатель', 'записки', 'невесты', 'программиста']	199	71	<class 'int'>	12317	PT9M37S	577
i_q1R0QtFPM	2015-10-05T06:10:50.000Z	['ACER', 'Predator', 'Predator 8', 'планшет', 'Android', 'Tablet', 'Acer Inc. (Computer Manufacturer/Brand)', 'Эйсер', 'Асер', 'Хищник']	412	24	42	26244	PT1M39S	99
XStbX8jZhI0	2015-10-03T08:03:34.000Z	['XR3501', 'BENQ', 'игровой', 'монитор', '144гц', '144hz', 'бенкью', '3501', 'display', 'monitor', 'screen', 'pc', 'gaming', 'gtx 980', 'gtx 980 ti', 'gtx 780', 'gtx 960', 'SLI', 'изогнутый', 'curved', 'кривой', 'с изгибом', '4K', '60гц', '60hz']	755	43	46	53229	PT5M54S	354
NRdQnQwfBEA	2015-10-12T10:00:18.000Z	['ASUS (Computer Manufacturer/Brand)', 'ASUS', 'Zenpad', 'Zenpad C 7.0', 'Android', 'Google', 'Tablet', 'Phone', 'Планшет', 'Телефон', 'Андроид', 'Асус', 'Эйсус', 'Зенпад', 'С70', 'C70', 'Smartphone (Video Game Platform)', 'Samsung Galaxy Tab 7.0 (Computer)']	280	14	31	32691	PT7M9S	429
oCV1S2dE5AM	2015-09-28T14:27:05.000Z	['Sony', 'Xperia', 'M5', 'Z3', 'Z5', 'Z4', 'z3+', 'телефон', 'смартфона', 'Sony Xperia Z3', 'Sony Xperia Z5', 'Sony Xperia M5', 'Сони', 'Иксперия', 'Иксипирия', 'З5', 'З3', 'М5', 'helio x10', 'mediatek', 'helio x20', 'qualcomm snapdragon 801', 'чипсет', 'производительность', 'тест', 'обзор', 'сравнение']	1962	89	192	171573	PT11M41S	701
2Law4gXofoU	2015-09-24T16:48:23.000Z	['Firefox OS (Software)', '4K Resolution', 'Panasonic Corporation (Award Winner)', 'Телевизоры', 'Панасоник', '4К', '4k', 'Uhd', 'Thx', 'Curved', 'Изогнутый', 'Тв', 'Панас', 'Panas', 'Television (Invention)', 'Tizen', 'Android tv', 'Samsung', 'Lg', 'Sony', 'Philips', 'Bravia', 'Webos', 'Ifa2015', 'Smarttv', 'Smart', 'Умный', 'Viera']	315	12	42	35310	PT5M8S	308
x9VMdTSQC4g	2015-10-01T06:48:25.000Z	['Panasonic Lumix DMC-GX8', 'Panasonic Corporation (Award Winner)', 'Micro Four Thirds System (Camera Format)', 'Панасоник', 'Люмикс', 'Гх8', 'Lumix (Digital Camera Brand)', 'Тест', 'Обзор', 'Камера', 'Олимпус', 'Olympus', 'Kodak', 'Pen', 'Om-d', 'Jvc', 'Blackmagic', 'Dji', 'Sensor', 'Сенсор', 'Micro 4/3', 'M43', 'Micro43', 'Panas', 'Photography (Visual Art Form)']	186	9	14	29476	PT5M5S	305
6WCi9VQ5_pQ	2015-09-21T09:35:25.000Z	['intel', 'skylake', '14nm', '7nm', 'picometer', 'ifa2015', 'atom', 'iphone7', 'игры', 'игровой', 'ПК', 'Socket1151', 'radioactive', 'радиоактивный', 'CPU', 'процессор', 'графическое', 'ядро', 'видеокарты', 'топовые', 'Intel Corporation (Business Operation)', 'Skylake', 'Computer', 'Apple', 'DDR4', 'дешевая', 'IoT', 'Curie', 'умный дом', 'intel core 6-th gen', 'hd graphics 530', 'sunrise point', 'разгон', 'z170', 'overclocking', 'Q150', 'Q170', 'B150', 'H170', 'H110']	5375	313	644	274437	PT17M40S	1060
xQw50M-uI_I	2015-09-18T08:13:02.000Z	['Nvidia', 'GeForce GTX 980 Ti', '980Titan', 'GTX 980', 'GTX 780', 'SLI', 'тест', 'обзор', 'видеокарты', 'игры', 'игровой', 'пк', '3dmark', 'fire stike', 'ultra', 'extreme', 'fullhd', '4K', 'ultrahd', 'quadhd', 'Hitman Absolution', 'Tomb Raider', 'Battlefield 4', 'Far Cry 4', 'Project CARS', 'GTA V', 'Ведьмак 3', 'Titan X', 'Maxwell', 'Radeon', 'AMD', '295x2']	763	58	133	31826	PT11M3S	663
f1YVnVfaL8w	2015-09-15T18:08:58.000Z	['Gigaset Communications (Business Operation)', 'Mobile Phone (Video Game Platform)', 'huawei', 'gigaset', 'me pure', 'me pro', 'gigaset me', 'гигасет', 'ascend', 'ascent', 'G8', 'Mate S', 'обзор', 'тест', 'смартфоны', 'планшеты', 'гаджеты', 'про хай-тек', 'видео', 'siemens']	249	13	43	26934	PT9M51S	591
Zx79FG1qnq8	2015-09-14T17:49:15.000Z	['стимбокс', 'паровая машина', 'компьютер', 'комп', 'игровой', 'геймерский', 'гейм монстр', 'gamemonster', 'game monster', 'steambox', 'steam machine', 'valve', 'gaming', 'console', 'pc', 'ПК', 'Nvidia', 'GeForce GTX 960', 'Beast', 'Silverstone', 'RVZ-01', 'PlayStation 4', 'Xbox One', 'Ps4', 'Savage', 'WD', 'Black2', 'ASUS H97i-Plus', 'Deepcool Gabriel', 'Pro Hi-Tech', 'Про Хай-тек', 'Philips 288P6', '4К', 'тест', 'обзор', 'игры', 'бенчмарки', 'Razer Sabertooth', 'Cougar', '700M', '700K', 'MobileLite Wireless G2', 'Raven', 'Kingston HyperX', 'Direct CU II Strix OC Edition', 'Intel Core i7-4770T']	1841	218	267	97649	PT29M21S	1761
DkdcaFEBFeg	2015-09-06T14:47:31.000Z	['Sony Xperia (Brand)', 'Panasonic Lumix DMC-CM1', 'Telephone (Invention)', 'Panasonic (Computer Manufacturer/Brand)', 'Sony Corporation (Computer Manufacturer/Brand)', 'cm1', 'panasonic', 'xperia', 'z5', 'телефон', 'камерафон', 'фотоаппарт с телефоном', 'IFA 2015', 'Pro Hi-Tech']	242	12	41	22776	PT6M2S	362
rZAb26Z2bYM	2015-09-04T15:18:28.000Z	['Mobile Phone (Video Game Platform)', 'Telephone (Invention)', 'видеосъемка', 'мобильный гаджет', 'мобильный свет', 'съемка', 'на', 'смартфон', 'olloclip', 'риг', 'свет', 'ЗВУК', 'телефон', 'мобила']	230	21	13	10267	PT2M34S	154
T98RX1kppT8	2015-09-07T07:45:27.000Z		413	17	41	13740	PT7M9S	429
DWlrqHAynMA	2015-09-03T17:41:37.000Z	['Toshiba (Computer Manufacturer/Brand)', 'Flash Memory', 'Solid-state Drive', 'Video Game Console (Invention)', 'IFA 2015', 'SSD', 'HDD', 'pro hi-tech', 'жесткий диск', 'накопитель', 'NAND']	273	6	42	16145	PT5M6S	306
_-W7yXL1t4o	2015-09-03T05:48:19.000Z	['RX10II', 'Sony Alpha 7R Mark 2', 'RX100IV', 'SonyA7RII', 'SonyA7R2', 'SONY', 'Alpha', 'SonyAlpha', 'Фотокамера', 'Фотоаппарат', 'Фотик', 'Камера', 'Camera', 'Photocamera', 'photo', 'фото', 'фотография', 'Sony Cyber-shot DSC-RX100', 'Sony Cyber-shot DSC-RX10', 'A7']	227	21	33	8279	PT4M8S	248
C9MA7uTNWbo	2015-08-30T21:01:55.000Z	['фитнес', 'часы', 'браслеты', 'трекеры', 'умные', 'обзор', 'тест', 'сравнение', 'Fitbit', 'Surge', 'Jawbone', 'UP3', 'Garmin', 'Vivosmart', 'Vivofit', 'краш-тест', 'краштест', 'MiBand', 'onetrak', 'BQ', 'W002', 'BQ-W002', 'BQW002']	568	30	65	68610	PT19M7S	1147
pNxM0UZGeSA	2015-08-26T21:01:21.000Z	['Фотоаппарат', 'фотокамера', 'выбор', 'фототехники', 'какую', 'беззеркалку', 'выбрать', 'что', 'лучше', 'фризлайт', 'световая кисть', 'Olympus OM-D E-M10 Mark II', 'E-M10 MkII', 'E-M10 Mk.II', 'E-M10 Mk2', 'E-M10', 'OMD', 'Olympus', 'OM-D', 'системная', 'камера', 'Olympus OM-D E-M10', 'Camera', 'фотография', 'фото', 'обучение', 'уроки', 'научиться', 'фотографировать', 'фотоаппарат', 'объектив', 'видео', 'видеография', 'видеосъемка', 'фоткать', 'обзор', 'олимпус', 'беззеркалка', 'беззеркальная камера', 'олик', 'камера для начинающего', 'какую камеру купить']	1248	64	167	70673	PT12M22S	742
LYBe4prJJWs	2015-08-24T11:51:02.000Z	['гейм-монстр', 'гейм', 'монстр', 'гэйм', 'game', 'monster', 'gamemonster', 'pc', 'пк', 'компьютер', 'комп', 'сборка', 'игровой', 'система', 'системник', 'железо', 'Intel Core i5-4690K', 'MSI Z97 Gaming 3', 'Kingston 120 Gb', 'SSD', 'Жесткий диск', 'WD Blue 1 TB', 'Блок питания', 'FSP Aurum S 500 80 Plus Gold', 'Corsair 300R Windowed', 'DeepCool Gamaxx 400', 'Cougar 200K', 'Cougar 200M']	1109	111	146	41136	PT6M11S	371
ddL_X-MP9V0	2015-08-19T21:00:00.000Z	['LG G4', 'Smartphone (Video Game Platform)', 'LG Electronics (Business Operation)', 'LGG4S', 'G4S', 'lgg4s', 'lg g4s', 'lg ui', 'lg ux 4.0', 'android 5', 'kitkat', 'смартфон', 'телефон', 'мобильный', 'планшет', 'тест', 'обзор']	451	34	130	36580	PT9M12S	552
YtcOZgO4xdU	2015-08-14T15:53:58.000Z	['бюджетный', 'смартфон', 'micromax', 'микромакс', 'canvas', 'fire2', 'fireII', 'fire', 'a104', 'bolt', 'q324', 'лучший', '2015', 'телефон', 'android', 'в чем разница', 'в чем отличия', 'как выбрать', 'советы по выбору']	732	105	90	76924	PT12M41S	761
FBDtfq_P6NI	2015-08-01T21:20:45.000Z	['Samsung', 'Mobile', 'Galaxy', 'Tab', 'S2', 'TabSII', 'TabS2', 'SII', 'самсунг', 'гэлэкси', 'паншет', 'tabsm', 'tab3', 'tab4', '10.1', '9.7', '32gb', '16gb', '64gb', 'купить', 'цена', 'тест', 'обзор']	322	68	48	20710	PT3M38S	218
iHmwfiJ0R4U	2015-07-19T21:45:12.000Z	['LG G4', 'LG', 'g4', 'смартфон', 'зачем', 'телефону', 'изогнутый', 'гнутый', 'экран', 'bend', 'bent', 'curved', 'curvy', 'screen', 'why', 'phone', 'smartphone', 'cell', 'are', 'goldstar', 'lgg4']	434	26	39	11356	PT3M25S	205
icR-p1TDWno	2015-07-12T21:00:00.000Z	['Видфест', '2015', 'vidfest', 'youtube', 'vlog', 'blog', 'шоу', 'pro hi-tech', 'prohitech', 'prohitec', 'hitechpro', 'хайтеч', 'хайтечь', 'прохайтечь', 'прохайтеч', 'hi techpro', 'prohi tech', 'Катя Клэпп', 'Стас Давыдов', 'Макс +100500', 'Руслан Усачев', 'Данила Поперечный', 'Михаил Кшиштовский', 'Саша Спилберг', 'LizzzTV', 'блогеры', 'влогеры', 'отчет', 'видос', 'видео']	203	9	34	3810	PT2M18S	138
G8jrTUEt1yg	2015-07-08T21:58:21.000Z	['Fujifilm (Digital Camera Brand)', 'Fujifilm X-T10', 'fujifilm', 'fuji', 'film', 'fujitsu', 'фуджи', 'фуджифильм', 'камера', 'фотоаппарат', 'фотик', 'x-10', 'x-t10', 'xt10', 'x-t1', 'xt1']	498	44	119	75337	PT6M48S	408
K1o5kSsRuhA	2015-06-30T12:14:56.000Z	['kingston', 'ssd', 'savge', 'Solid-state Drive', 'Computer Hardware (Industry)', 'быстрый ssd', 'тест ssd', 'тест', 'обзор', 'pro hi tech', 'Savage', 'Hyper', 'Hyperx', 'Ссд']	597	35	112	28909	PT4M7S	247
sDhtDC4QBMk	2015-06-26T00:04:16.000Z	['Apple Watch Sport', 'apple', 'Watch', 'Fitbit', 'Fitbit Surge', 'Jawbone', 'Jawbone UP24', 'Jawbone UP3', 'Sony SmartBand', 'LG', 'Sony', 'LG Urban', 'LG Urban W-150', 'OneTrak Sport', 'OneTrak', 'Mio', 'Mio Fuse', 'Lumia 1520', 'Lumia', 'умные часы', 'умный браслет', 'фитнес браслет', 'фитнес трекер', 'умный будильник', 'polar']	2132	154	148	243997	PT30M12S	1812
KCrRPC_zG3M	2015-06-22T21:17:55.000Z	['Geek Picnic 2015', 'GeekPicnic', 'азотное шоу', 'жидкий азот', 'prohitec', 'Pro Hi-Tech', 'Про Хай-тек', 'Fire Vadim', 'гик пикник', 'гикпикник', 'гик-пикник', 'Geek Picnic', 'GeekPiknik']	336	16	7	8494	PT2M14S	134
GZpq4G1avW8	2015-06-18T20:41:41.000Z	['Robomow', 'Lawn Mower (Product Category)', 'rc312', 'rc612', 'friendly robotics', 'Indego', 'Autoclip', 'AutoMower', 'Ambrogio', 'роботы-газонокосилки', 'роботы', 'газонокосилки', 'робокосилки', 'RC-312', 'RS312', 'RC612', 'RS-612', 'robot', 'robotic']	319	6	36	10384	PT7M35S	455
jlVmgbtSkV4	2015-06-08T11:12:34.000Z	['MIO', 'MiRad', '865', 'как', 'не платить', 'штрафы', 'мио', 'майрад', 'антирадар', 'радар-детектор', 'радар', 'детектор', 'гибдд', 'дпс']	420	22	49	41410	PT8M39S	519
ZsBBXecUMG8	2015-06-03T21:30:53.000Z	['часы', 'пришельцев', 'инопланетян', 'чужие', 'alien', 'clock', 'watch', 'kisai', 'keisan', 'tokioflash', 'tokyoflash', 'TokyoFlash', 'Japan', 'vortex', 'rogue', 'console', 'wood', 'наручные часы', 'галактика', 'обзор', 'тест', 'как', 'выглядят', 'флостон', 'кеплер', 'рептилойды']	534	71	82	18816	PT5M47S	347
NThyX5eXqms	2015-05-27T07:47:27.000Z	['iphone', 'pro hi-tech', 'MAD Catz', 'MAD Catz F.L.Y. 5.', 'GTX 980', 'nvidia', 'amd', 'intel', 'Iphone 6', 'Память', 'Igzo', 'Gsync']	419	24	112	10701	PT1H10M20S	4220
Ofvf-4sr9qw	2015-05-31T21:13:26.000Z	['Asus', 'ZenFone 2', 'ZenPhone', 'смартфон', 'android', 'Ос', 'гаджет', 'ASUS ZenFone 2', 'Asus ZenFone']	352	8	31	9997	PT4M18S	258
plc-VJbsBEs	2015-05-24T22:07:20.000Z	['AMD', 'FX', 'FX-8370E', 'Разгон', 'оверклокинг', 'overclocking', 'cpu', '4K Resolution', 'processor', 'FX83XX', 'FX8300', 'GTAV', 'GTA5', '4K', '4K Gaming', '4К', 'Игры', 'Radeon R9 280', 'MSI 970A SLI Krait Edition', 'FX-4300', 'FX-4320', 'FX-4350', 'FX-4370', 'FX-6300', 'FX-6320', 'FX-6350', 'FX-6370', 'FX-8300', 'FX-8320', 'FX-8350', 'FX-8370', 'WD', 'Black', 'Red', 'Green', 'Blue', 'Aerocool KCAS-750M', 'Fractal Design Define R5', 'Gaming Keyboard', 'Logitech', 'Orion Spark', 'G910', 'G402', 'Hyperion Fury', 'Gaming Mouse', 'Silicon Power', 'Thermaltake', 'BigWater 3.0', 'S70', 'Mad Catz F.L.Y. 5']	3088	425	407	193311	PT15M35S	935
xb0c4Rp-cvU	2015-05-23T09:38:26.000Z	['Panasonic', 'RPHD10', 'RP-HD10', 'HD10', 'наушники', 'heaphones', 'обзоры', 'тест', 'проба']	220	25	42	13404	PT2M42S	162
dUzXj4jn0M0	2015-05-18T08:44:29.000Z	['Benq BL3201PT', 'benq', 'монитор', 'ips', 'AHVA', 'монитор 32', 'геймерский монитор', 'монитор для работы', 'экран монитора', 'мониторы для компьютера', 'монитор для рабьоты', 'монитор benq', 'мониторы benq отзывы', 'характеристики монитора benq', 'мониторы benq обзор', 'игровые мониторы benq']	779	34	106	67880	PT9M39S	579
8Q9-NXS0IhM	2015-05-11T23:46:59.000Z	['как', 'собрать', 'компьютер', 'компьютерное', 'железо', 'mad catz', 'fly5', 'F.L.Y.', 'розыгрыш', 'приз', 'бесплатно', 'Илья Корнейчук', 'Сергей Сафонов']	334	9	70	6158	PT1H10S	3610
2BLx9WbRm7k	2015-05-06T21:55:48.000Z	['FUJINON LENS XF 56mm F1.2 R APD', 'FUJINON LENS XF 16-55mm F2.8 R LM WR', 'FUJINON LENS XF50-140mm F2.8 R LM OIS WR', 'fujifilm', 'xf', 'Fujifilm (Digital Camera Brand)', 'Camera Lens', 'тест', 'обзор', 'X-T1']	114	15	17	8028	PT1M36S	96
eXYMSgV0k30	2015-05-04T12:27:08.000Z	['Sony', 'Alpha', 'A7II', 'А72', 'A72', 'А7||', 'a7||', 'сони', 'альфа', 'фулфрейм']	210	13	7	10352	PT1M29S	89
sECkxARZdP0	2015-04-29T23:30:16.000Z	['Jabra Step Wireless', 'Plantronics Backbeat Fit', 'Jabra', 'Step', 'Wireless', 'Plantronics', 'Backbeat', 'fit', 'bluetooth', 'беспроводные', 'гарнитуры', 'Bluetooth', 'Headset', 'Plantronics (Business Operation)', 'Jabra (Business Operation)', 'Smartphone (Video Game Platform)', 'спорт', 'для', 'телефона', 'музыка', 'Без проводов']	521	11	38	35324	PT5M20S	320
lihw8UHmIZ0	2015-04-27T13:04:27.000Z	['Jabra', 'Plantronics', 'что лучше', 'что выбрать', 'какую', 'гарнитуру', 'стереогарнитура', 'моногарнитура', 'bt', 'Bluetooth', 'Headset', 'Plantronics (Business Operation)', 'Jabra (Business Operation)', 'Smartphone (Video Game Platform)', 'смартфон', 'телефон', 'гаджет', 'pro hi-tech', 'тест', 'обзор', 'Jabra Stealth', 'Jabra Storm', 'без проводов']	1934	118	132	264169	PT8M28S	508
RFyIBQ8bbbU	2015-04-12T22:56:28.000Z	['как', 'собрать', 'компьютер', 'сборка', 'пк', 'своими', 'руками', 'ноутбук', 'Asus', 'ROG', 'Gaming PC', 'PC', 'Predator', 'Acer', 'Aoc', 'Intel', 'GT', 'GTX', '1080', 'videocard', 'видеокарта', 'MacBook', 'Pro', 'Cooler Master', 'MSI', 'Aura', 'материнская память', 'DDR', 'SSD']	24132	1469	2323	1170247	PT34M11S	2051
a_vUMLojjLc	2015-04-11T12:58:56.000Z	['ronin', 'gyrostab prime', 'Nebula 4000', 'стабилизатор', 'стедикам', 'видесъемка', 'CEPE 2015', 'ронин', 'dji']	327	33	28	23357	PT5M49S	349
